"model_id","logloss","auc","aucpr","mean_per_class_error","rmse","mse"
"GBM_grid_1_AutoML_1_20250318_160526_model_6",0.39362299485848207,0.7684792566418008,0.4916735312994559,0.2993619945033373,0.3476144483056042,0.12083580467080957
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_5",0.3941007597940685,0.7734851459233084,0.48078856795416064,0.28068315665488813,0.3467738826153829,0.12025212566414736
"GBM_1_AutoML_1_20250318_160526",0.394148204974804,0.7626652270645203,0.4822101293400455,0.30628190027483315,0.3478286356160315,0.12098475975451
"GBM_grid_1_AutoML_1_20250318_160526_model_12",0.3970069432227188,0.7619192514068839,0.47265408379018,0.28918335296427167,0.34707580416543754,0.12046161383708516
"GBM_5_AutoML_1_20250318_160526",0.3978260557728114,0.756232822928936,0.4733830557266215,0.307037691401649,0.3484137526558834,0.12139214303975512
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_14",0.3979640178841205,0.7741755005889281,0.5353808142814117,0.26511582253631727,0.3357402574505192,0.11272152047294091
"DeepLearning_1_AutoML_1_20250318_160526",0.4000438188864042,0.7792991755005889,0.5196413075636052,0.29332548095798977,0.34242871031373395,0.11725742164712714
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_14",0.4022475869504939,0.7918008114121189,0.5418713524173283,0.3012367491166078,0.3364410286971689,0.11319256579080925
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_11",0.40674359379870306,0.7677889019761811,0.4878895583788373,0.2864055751864939,0.34408853338256706,0.118396918805366
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_9",0.40751475108770385,0.7605516293678838,0.4886902625506601,0.2950039261876718,0.34370997953974064,0.11813655003520894
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_13",0.4097176197553462,0.8017962308598351,0.5797434359064008,0.2624361994503337,0.32968052401976666,0.10868924791794796
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_6",0.4154513948651438,0.7705634079308992,0.49468343372346824,0.2982037691401649,0.34413433371192836,0.11842843963935286
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_13",0.4164391939334254,0.8122268027745059,0.5622135503241382,0.2632606988614056,0.3391535147323325,0.11502510655529448
"GBM_grid_1_AutoML_1_20250318_160526_model_13",0.41860615560967057,0.7500588928150765,0.4548761670500012,0.30038280329799766,0.35427011002771147,0.1255073108590468
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_6",0.4220872063623275,0.7550353356890459,0.4795225607977112,0.29414998036906165,0.3484375728532429,0.12140874217585897
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_2",0.43145830315364336,0.7579308990969769,0.5063916490582339,0.31074793875147233,0.34416343828471796,0.11844847225195886
"GBM_grid_1_AutoML_1_20250318_160526_model_8",0.43411340417828426,0.7331533830650439,0.4566288105696277,0.332037691401649,0.357896715821665,0.1280900591959336
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_7",0.4416501974821375,0.7814225886664049,0.5199048819898374,0.26848252846486065,0.34690351681013565,0.12034204997524008
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_15",0.4422094307068629,0.7625997906033242,0.5125072544032786,0.285325873576757,0.3403853583270942,0.11586219216346431
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_6",0.4471743278506846,0.7725853945818609,0.5065930541950987,0.2719277581468394,0.343015043828376,0.1176593202925827
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_2",0.453787535732237,0.7364153906556734,0.4775301582287505,0.31849234393404,0.3507414655106042,0.12301957562852636
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_11",0.4608458736399653,0.7448141604502028,0.4787315797899509,0.2887711032587358,0.34854348041453254,0.12148255773947562
"XRT_1_AutoML_1_20250318_160526",0.465914513792937,0.7459102211752389,0.44507283971714146,0.2839517078916372,0.3517079011234105,0.12369844771263468
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_13",0.4676798535011745,0.7536808009422851,0.4896880863544507,0.30585983510011777,0.3478072384655991,0.1209698751290661
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_5",0.4680072462147363,0.7422457793482528,0.4419333588940472,0.31595995288574796,0.357328627429282,0.12768374798049464
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_8",0.4690308767900401,0.7752682894909043,0.5387923640008384,0.29214762465645855,0.34819118834438406,0.12123710364067436
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_10",0.469071501063793,0.7677332809841644,0.5138611097798205,0.2890263054574009,0.3489083939132645,0.12173706734313376
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_2",0.4698591656031433,0.7251603193299306,0.49082165582998194,0.3093246957204554,0.34710536217263205,0.12048213244899408
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_8",0.475958401009215,0.7645792435545086,0.48364159609574664,0.29323714173537496,0.3525878724727554,0.12431820781486404
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_1",0.4794013043494917,0.773203769140165,0.48320526275874515,0.2766391833529643,0.3609097222560945,0.1302558276189713
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_7",0.4819519831882479,0.746849234393404,0.46290261685315015,0.3183254809579898,0.3655691450150278,0.13364079978701843
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_1",0.485400563809254,0.7699254024342364,0.5050969009042706,0.29254024342363566,0.3541991341579523,0.1254570266382431
"DRF_1_AutoML_1_20250318_160526",0.48915031302912887,0.757587357675697,0.47000033742107705,0.30763643502159405,0.34794344462206844,0.1210646406554704
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_3",0.49745313608697234,0.7425402434236356,0.3891344665152479,0.29824303101688265,0.368117236885265,0.1355103000920423
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_10",0.4974971747566254,0.7634373773066352,0.49642393356596504,0.26332940714566155,0.3552404359222471,0.12619576731422813
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_8",0.4976248000076768,0.761215809449025,0.4729420094592356,0.27906360424028265,0.3614312595438345,0.13063255537544263
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_7",0.5051787671585857,0.7528203114775552,0.4671114833523565,0.2918531605810758,0.3795128374999462,0.1440299938272605
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_12",0.5117294818566269,0.7363434105483575,0.4583271056164223,0.32732626619552413,0.3599957397845731,0.12959693266304206
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_3",0.5126349759254392,0.7453474676089517,0.48397860441464663,0.29836081664703573,0.35486374758836,0.12592827935245526
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_12",0.5130312064214284,0.7352342625310823,0.4335491811876831,0.3000196309383588,0.3661327836825403,0.13405321528712583
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_11",0.515050496993383,0.7101295641931684,0.43264317815991393,0.32966234786022774,0.3683081111944565,0.1356508647716281
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_1",0.5155699143584049,0.7575153775683812,0.4938219314736497,0.29770318021201414,0.34962013238762113,0.12223423697073772
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_9",0.5166532231530664,0.7162642324303102,0.4217918353867075,0.3165292500981547,0.3648350124085685,0.13310458627916033
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_15",0.5218826551929331,0.6998069624394713,0.4357975965101756,0.3337259521005104,0.35873696100017677,0.12869220718764235
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_9",0.5248964040848401,0.7284844915586965,0.42182494219462374,0.33354927365528075,0.3649752573863363,0.13320693850422247
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_15",0.53374454280344,0.7243521790341578,0.4430613857765978,0.30972712995681195,0.3611597597465178,0.13043637206016248
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_4",0.5403747029397242,0.7533699777516032,0.47473635139516424,0.28667059285433844,0.35834683767294095,0.1284124560701971
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_10",0.5411925944007191,0.7339484360685775,0.4332586560433171,0.30643894778170394,0.36953084005422426,0.1365530417511807
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_12",0.5534045667300213,0.728870566679754,0.417797067127869,0.32436199450333725,0.3654005441610351,0.13351755767318058
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_3",0.5591643624522835,0.7196931029969899,0.42826315935762416,0.32925991362387125,0.36349586384515903,0.1321292430325384
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_4",0.6284062526990551,0.7342756183745582,0.42976870249474,0.3265704750687083,0.37159845104029354,0.13808540881554546
"DeepLearning_grid_1_AutoML_1_20250318_160526_model_16",0.6925687814314094,0.7117949221306111,0.4045610735316409,0.3350412249705536,0.3808106831913124,0.14501677643263408
"DeepLearning_grid_2_AutoML_1_20250318_160526_model_16",0.797324502971383,0.720239497447978,0.43609220493229295,0.3308402041617589,0.3827419643067545,0.1464914112413929
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_16",0.8435642678017935,0.7161922523229943,0.4121080747700984,0.3231546917942678,0.3994268538667219,0.1595418115898676
"DeepLearning_grid_3_AutoML_1_20250318_160526_model_4",0.8690245585076835,0.6551302185577803,0.3385963303048065,0.3723203769140165,0.4335584347792644,0.18797291636824567
