Attrition,OverTime,MaritalStatus_Single,TotalWorkingYears,JobLevel,DepartmentSalaryRatio,YearsInCurrentRole,MonthlyIncome,Age,EducationReturnRatio,JobRole_Sales Representative,YearsWithCurrManager,StockOptionLevel,YearsAtCompany,JobInvolvement,BusinessTravel_Travel_Frequently,JobSatisfaction,EnvironmentSatisfaction,JobRole_Laboratory Technician,MaritalStatus_Married,JobRole_Research Director,MaritalStatus_Divorced,Department_Research & Development,JobRole_Manager,ManagementStabilityRatio,JobRole_Manufacturing Director,Department_Sales,JobRole_Healthcare Representative,DistanceFromHome,PositionStagnationRatio,BusinessTravel_Non-Travel
0,0,0,0.992240688048133,2,0.6117657441905953,-1.1672900197286478,-0.5165576925531408,0.0083401599596422,0.653803090584163,0,0.8062670960724398,0,0.4883415411295773,3,0,2,3,0,0,0,1,0,0,0.7,0,0,0,-0.1470996605736064,0.4,0
0,1,0,0.6066753136281606,3,1.6538101918332535,1.5927491132954996,0.8252133327626867,-0.2105890389809687,1.5204023394290287,0,-0.875283101931561,1,1.4676895158369152,3,0,3,3,0,0,0,1,1,0,0.0625,0,0,1,1.94988865530456,0.625,0
0,0,1,-0.6785426011050807,1,0.6974723190625226,0.2127295467834259,-0.4507117185389082,-0.3200536384512743,0.6412093424180376,0,-0.3147663692635607,0,-0.1645571086753146,2,0,1,3,0,0,0,0,1,0,0.5,0,0,0,-0.8872131838247239,0.1666666666666666,0
1,1,0,-0.1644554352117841,2,0.9837209448727064,-0.6152821931238183,-0.0688050692563599,-0.648447436862191,0.904367159735461,0,0.8062670960724398,2,0.4883415411295773,3,0,3,4,0,1,0,0,1,0,0.7,1,0,0,1.579831893679001,0.6,0
0,0,0,-0.1644554352117841,1,0.4556415834642637,-1.1672900197286478,-0.7733569912086473,-0.7579120363324965,0.5073954762607454,0,1.08652546240644,1,0.4883415411295773,3,0,4,2,0,1,0,0,1,0,0.8,0,0,0,0.8397183704278836,0.0,0
0,0,0,-0.1644554352117841,2,0.9956643343575649,0.7647373733882553,0.090499706584525,-0.648447436862191,1.0631762062837409,0,0.8062670960724398,1,0.1618922162271313,4,0,4,2,0,1,0,0,0,0,0.875,0,1,0,-0.2704519144487926,0.875,0
0,0,0,-0.6785426011050807,2,1.1992804927909129,-0.6152821931238183,0.3914795297399038,-0.648447436862191,1.280598732521879,0,-0.5950247355975609,1,-0.3277817711265376,3,0,3,1,0,1,0,0,0,0,0.4,0,1,0,-0.5171564221991651,0.0,0
0,0,0,-1.064107975525053,1,0.4273032879168707,-0.8912861064262331,-0.811165324674884,0.1178047594299478,0.4758383851445984,0,-0.5950247355975609,1,-0.8174557584802066,3,1,3,3,0,1,0,0,1,0,1.0,0,0,0,0.099604847176766,0.0,0
1,1,0,2.5345021857280225,3,1.5933127069567965,1.3167451999930848,0.744498913003305,2.3070967488360585,1.4647850031772929,0,1.36678382874044,0,0.4883415411295773,2,0,1,3,0,1,0,0,1,0,0.9,1,0,0,-0.2704519144487926,0.5,0
0,0,0,-0.2929772266851083,2,0.823880221672804,-0.3392782798214035,-0.282061062515358,-0.5389828373918853,0.831105623623936,0,-0.3147663692635607,1,-0.3277817711265376,4,0,3,3,0,1,0,0,1,0,0.6,0,0,0,-0.1470996605736064,0.2,0
0,1,0,-0.6785426011050807,2,1.0064871036551626,-0.0632743665189888,-0.0384309586626978,-0.5389828373918853,0.9252968415354562,0,0.2457503634044395,1,-0.1645571086753146,3,0,4,1,0,1,0,0,1,0,0.8333333333333334,0,0,0,-0.0237474066984201,0.0,0
0,0,1,1.1207624795214572,3,1.741372340996547,0.4887334600858406,0.9420368350460024,0.2272693589002533,1.6009011155828567,0,1.08652546240644,0,1.957363503190584,3,1,3,3,0,0,0,0,1,0,0.4210526315789473,0,0,1,-0.8872131838247239,0.5789473684210527,0
1,1,1,-0.935586184051729,1,0.451203061030849,-0.3392782798214035,-0.714308020963626,0.4461985578408644,0.504284378392108,1,-0.5950247355975609,0,-0.4910064335777606,3,0,2,2,0,0,0,0,0,0,0.5,0,1,0,1.3331273859286286,0.0,0
0,1,0,-0.4214990181584324,2,0.651945314616867,0.4887334600858406,-0.4175763251640041,1.1029861546626976,0.728642746740444,0,0.8062670960724398,1,-0.0013324462240916,3,0,4,3,0,1,0,0,0,0,1.0,0,1,0,-0.8872131838247239,1.0,0
0,1,1,-0.1644554352117841,2,0.9778304002926304,-0.6152821931238183,-0.0766641048645102,-0.2105890389809687,0.8989517875214762,0,-0.0345080029295605,0,-0.3277817711265376,3,0,3,1,0,0,0,0,1,0,0.8,0,0,1,0.099604847176766,0.0,0
0,1,0,-0.2929772266851083,1,0.5326962747279618,-1.1672900197286478,-0.6705523091993295,2.3070967488360585,0.5134056265298595,0,-1.1555414682655611,1,-0.9806804209314296,2,0,2,2,0,1,0,0,1,0,0.0,0,0,0,-0.0237474066984201,0.0,0
0,0,0,-0.1644554352117841,3,1.6606859160297842,-0.0632743665189888,1.0735163767066795,-0.648447436862191,1.773290145189954,0,-0.875283101931561,1,-0.3277817711265376,2,0,4,3,0,0,0,1,0,1,0.2,0,1,0,-0.2704519144487926,0.0,0
0,0,1,0.0925881477348641,1,0.5847559525032288,1.3167451999930848,-0.6010954269327037,0.55566315731117,0.5898842426223607,0,1.08652546240644,0,0.8147908660320233,3,1,4,1,1,0,0,0,1,0,0.6666666666666666,0,0,0,-0.0237474066984201,0.4166666666666667,0
0,0,0,0.3496317306815124,2,1.043263206303746,-1.1672900197286478,0.0106349122962947,0.1178047594299478,0.959106327520064,0,-1.1555414682655611,0,-0.9806804209314296,3,0,3,4,0,1,0,0,1,0,0.0,1,0,0,-0.8872131838247239,0.0,0
0,0,0,0.0925881477348641,1,0.4696515273303907,-0.0632743665189888,-0.7546652308433168,1.6503091520142252,0.4317661630068959,0,-0.0345080029295605,0,-0.3277817711265376,3,0,1,3,1,1,0,0,1,0,0.8,0,0,0,-0.1470996605736064,0.0,0
1,1,0,-0.03593364373846,3,1.4952270092597453,-0.6152821931238183,0.7321793436716099,-0.3200536384512743,1.526714280924119,0,-0.5950247355975609,3,-0.6542310960289835,3,1,1,2,0,0,0,1,0,0,0.6666666666666666,0,0,0,1.7031841475541871,0.0,0
1,1,1,-1.3211515584717013,1,0.4658306335487197,-1.1672900197286478,-0.7597629836702252,-1.852558031035552,0.4489614056265298,0,-1.1555414682655611,0,-0.9806804209314296,2,1,4,4,1,0,0,0,1,0,0.0,0,0,0,-0.3938041683239789,1.0,0
0,0,1,-0.2929772266851083,3,1.5390241744755548,0.7647373733882553,0.6720683415876493,-0.7579120363324965,1.483291151124971,0,-0.5950247355975609,0,-0.0013324462240916,3,0,3,1,0,0,0,0,1,0,0.2857142857142857,1,0,0,0.099604847176766,0.0,0
0,0,1,-0.1644554352117841,3,1.0902158038347298,0.7647373733882553,0.2302630965889281,-0.1011244395106632,1.1104440266892608,0,1.36678382874044,0,0.4883415411295773,2,0,1,1,0,0,0,0,0,0,0.9,0,1,0,-0.1470996605736064,0.0,1
0,1,1,1.2492842709947811,3,1.7321385143575088,0.4887334600858406,0.9297172657143072,0.2272693589002533,1.6694121986386343,0,1.08652546240644,0,2.28381282809303,3,1,1,4,0,0,0,0,1,0,0.3809523809523809,1,0,0,1.579831893679001,0.0952380952380952,0
0,0,1,-0.8070643925784048,1,0.5269649340554553,-0.3392782798214035,-0.678198938439692,-0.9768412352731076,0.5315863988783049,0,-0.5950247355975609,0,-0.3277817711265376,3,0,4,4,0,0,0,0,1,0,0.4,0,0,0,-0.1470996605736064,0.0,0
0,0,1,0.0925881477348641,2,0.6385668732617618,1.04074128669067,-0.5293020746204116,-0.7579120363324965,0.6441670833537405,0,0.8062670960724398,0,0.8147908660320233,3,1,4,3,1,0,0,0,1,0,0.5833333333333334,0,0,0,-1.01056543769991,0.25,0
0,0,0,0.7351971051014847,2,0.7745173563555021,0.4887334600858406,-0.2363936934409709,1.3219153536033088,0.8270341682593971,0,1.08652546240644,0,0.3251168786783543,2,1,2,4,0,1,0,0,0,0,0.8888888888888888,0,1,0,-0.8872131838247239,0.0,0
0,0,1,-0.5500208096317566,2,1.4342222140601606,0.7647373733882553,0.7387639410730331,-1.0863058347434131,1.5314708781812694,0,0.8062670960724398,0,-0.0013324462240916,3,1,3,4,0,0,0,0,0,0,1.0,0,1,0,1.3331273859286286,0.0,0
0,0,1,-0.4214990181584324,1,0.7447558796107009,-0.6152821931238183,-0.3876270273059178,-0.1011244395106632,0.6846786815411048,0,-0.875283101931561,0,-0.1645571086753146,3,0,4,2,0,0,0,0,1,0,0.1666666666666666,0,0,0,-0.2704519144487926,0.0,0
0,1,1,0.3496317306815124,2,1.0169945615547578,-1.1672900197286478,-0.0244121383886999,-0.4295182379215798,0.7717169988447802,0,-1.1555414682655611,0,-1.1439050833826525,3,0,3,4,0,0,0,0,1,0,1.0,0,0,1,-0.1470996605736064,1.0,0
0,0,0,-1.064107975525053,1,0.4016714587981612,-0.8912861064262331,-0.8453627498887274,-1.6336288320949408,0.4472951735170722,0,-0.875283101931561,1,-0.8174557584802066,3,0,4,3,1,1,0,0,1,0,0.5,0,0,0,-0.8872131838247239,1.0,0
0,1,0,1.1207624795214572,2,0.7766727849909998,-0.6152821931238183,-0.2332075979241532,0.1178047594299478,0.7910834274753465,1,-0.3147663692635607,2,-0.4910064335777606,1,0,4,2,0,1,0,0,0,0,0.75,0,1,0,-0.8872131838247239,0.0,0
1,0,0,-0.1644554352117841,2,0.7773926806624738,-0.0632743665189888,-0.3440837219094092,-0.5389828373918853,0.7842103884358801,0,-0.875283101931561,1,0.4883415411295773,3,0,3,4,1,1,0,0,1,0,0.1,0,0,0,-0.2704519144487926,0.1,0
0,0,1,2.2774586027813744,4,2.758685310366444,0.7647373733882553,2.2993135252103425,1.8692383509548365,2.658784428125943,0,0.8062670960724398,0,2.120588165641807,3,0,4,4,0,0,1,0,1,0,0.35,0,0,0,-1.01056543769991,0.6,0
0,0,0,-0.2929772266851083,2,0.8730742291118178,-0.6152821931238183,-0.2164274948689133,-0.3200536384512743,0.80264597895926,0,-0.875283101931561,1,-0.8174557584802066,3,0,4,2,0,1,0,0,1,0,0.5,0,0,0,-1.01056543769991,1.0,0
0,1,0,-0.935586184051729,1,0.3703082890069453,-0.6152821931238183,-0.8872068043429332,0.0083401599596422,0.3568982329074875,0,-0.5950247355975609,3,-0.4910064335777606,3,1,4,2,0,1,0,0,1,0,0.5,0,0,0,-0.0237474066984201,0.25,0
1,0,1,-0.1644554352117841,2,0.9677874573384612,-1.1672900197286478,0.0492928712336828,-0.5389828373918853,1.0816418116149196,0,-1.1555414682655611,0,-1.1439050833826525,1,0,2,1,0,0,0,0,0,0,1.0,0,1,0,-1.01056543769991,1.0,0
0,0,0,0.4781535221548365,2,0.7768164802333662,2.144756939900329,-0.2329951915563654,-0.1011244395106632,0.7912297888865354,0,1.9273005614084404,1,1.3044648533856922,1,0,4,4,0,0,0,1,0,0,0.7333333333333333,0,1,0,0.7163661165526973,0.7333333333333333,1
1,1,0,-0.935586184051729,2,0.6640394984729016,-0.6152821931238183,-0.495317055774356,-1.6336288320949408,0.7394641968845455,0,-0.5950247355975609,1,-0.6542310960289835,3,0,3,2,0,1,0,0,1,0,0.6666666666666666,1,0,0,-0.7638609299495376,0.0,0
0,0,0,0.0925881477348641,2,0.9358005686942495,-0.8912861064262331,-0.1327393859605017,-0.5389828373918853,0.9440075083403856,0,0.2457503634044395,1,-0.0013324462240916,2,0,2,4,0,1,0,0,1,0,0.7142857142857143,0,0,0,-0.5171564221991651,0.2857142857142857,0
0,1,0,-0.4214990181584324,2,0.9459457804987514,-0.6152821931238183,0.0170071033299301,-0.648447436862191,1.0572305932978494,0,-0.0345080029295605,1,-0.3277817711265376,3,0,4,3,0,0,0,1,0,0,0.8,0,1,0,0.099604847176766,0.2,0
0,0,0,0.0925881477348641,3,1.8910240141119927,0.4887334600858406,1.141698820766578,-0.4295182379215798,1.7384808421003084,0,1.08652546240644,2,0.4883415411295773,3,1,2,4,0,1,0,0,1,1,0.8,0,0,0,-0.5171564221991651,0.8,0
0,1,0,-0.5500208096317566,2,0.7713560610234388,0.2127295467834259,-0.2410666335323036,-0.4295182379215798,0.8236585185930322,0,-0.5950247355975609,1,-0.1645571086753146,3,0,4,3,0,0,0,1,0,0,0.3333333333333333,0,1,0,0.8397183704278836,0.1666666666666666,1
0,1,0,-1.1926297669983772,1,0.6156415105717359,-0.6152821931238183,-0.5598885915818614,-0.9768412352731076,0.593347148174228,0,-0.5950247355975609,1,-0.8174557584802066,2,1,4,4,1,1,0,0,1,0,1.0,0,0,0,-0.8872131838247239,1.0,0
0,1,0,-0.935586184051729,2,0.5859891983706378,-0.6152821931238183,-0.5150708479786258,-0.5389828373918853,0.7229765032115024,0,-0.5950247355975609,3,-0.6542310960289835,3,0,2,3,0,1,0,0,0,0,0.6666666666666666,0,1,0,-0.8872131838247239,0.3333333333333333,0
0,1,0,1.891893228361402,5,3.106545848406072,-0.6152821931238183,2.7634214388267875,0.774592356251781,2.8559502165266304,0,-0.875283101931561,1,-0.8174557584802066,3,0,4,4,0,1,0,0,1,1,0.5,0,0,0,-0.7638609299495376,0.0,0
0,0,1,1.3778060624681054,4,2.301279306499697,1.5927491132954996,2.0204239643049,0.4461985578408644,2.343978000188284,0,-0.0345080029295605,0,2.447037490544253,3,0,2,4,0,0,0,0,0,1,0.1818181818181818,0,1,0,-0.8872131838247239,0.0,0
0,0,1,-0.4214990181584324,2,0.7964971495708286,-0.6152821931238183,-0.3185949577748676,0.4461985578408644,0.803482402896725,0,-0.875283101931561,0,-0.8174557584802066,3,0,3,4,0,0,0,0,1,0,0.5,1,0,0,-0.2704519144487926,1.0,0
