Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
35,0,809,16,3,1,0,84,4,1,2,2426,16479,1,0,13,3,3,1,6,5,3,5,4,0,3,0.8333333333333334,0.0,0.6,0.8704964993606665,0.3862286797639077,0.3722420950273279,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29,0,153,15,2,4,1,49,2,2,3,4193,12682,1,1,12,3,4,0,10,3,3,9,5,0,8,0.9,0.0,0.8888888888888888,0.7620481271628771,0.6675419844394332,0.673396305286022,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,0,670,26,1,1,0,31,3,1,3,2911,15170,1,0,17,3,4,1,5,1,2,5,2,4,3,1.0,0.8,0.6,1.0445240353004537,0.4634425749351753,0.516082540669123,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,0,1346,19,2,2,0,93,3,1,4,2661,8758,1,0,11,3,3,1,3,2,3,2,2,1,2,0.6666666666666666,0.5,1.0,0.9548191198675736,0.4236415980427693,0.4273569206692355,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,1,103,24,3,3,0,50,2,1,3,2028,12947,5,1,14,3,2,0,6,4,3,4,2,0,3,0.6666666666666666,0.0,0.75,0.7276862739915217,0.3228655245511974,0.3111735237903631,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,0,1389,21,4,2,1,51,4,3,1,9980,10195,1,0,11,3,3,1,10,1,3,10,9,8,8,1.0,0.8,0.8,1.0165777247599597,1.5888549975448472,1.4606868836640072,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32,0,334,5,2,1,0,80,4,1,2,3298,15053,1,1,12,3,4,2,7,5,2,6,2,0,5,0.8571428571428571,0.0,0.8333333333333334,1.1833872443905518,0.5250544871646198,0.5296591974322205,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,0,1123,16,2,4,0,96,4,1,4,2935,7324,1,1,13,3,2,2,1,2,2,1,0,0,0,1.0,0.0,0.0,1.05313570718201,0.4672634687168463,0.4713613536881647,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53,0,1219,2,4,1,1,78,2,4,4,15427,22021,2,0,16,3,3,0,31,3,3,25,8,3,7,0.8064516129032258,0.12,0.28,0.9950474655911734,2.216786503988188,2.2579174904092825,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,0,371,2,3,4,0,45,3,1,4,3944,4306,5,1,11,3,3,0,6,3,3,3,2,1,2,0.5,0.3333333333333333,0.6666666666666666,1.4151847458691134,0.6279002114545968,0.605161922006505,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,0,673,11,2,1,1,96,4,2,3,4011,8232,1,0,18,3,4,1,5,5,2,4,2,1,3,0.8,0.25,0.75,0.7289709129621512,0.6385668732617618,0.6441670833537405,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
36,1,1218,9,4,3,0,82,2,1,1,3407,6986,7,0,23,4,2,0,10,4,3,5,3,0,3,0.5,0.0,0.6,1.2224985875192873,0.4895696907427079,0.4986533279201676,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,0,419,7,4,1,1,53,3,3,2,11994,21293,1,0,11,3,3,0,13,4,3,12,6,2,11,0.9230769230769232,0.1666666666666666,0.9166666666666666,1.2217267766303563,1.9094916673900697,1.7554587657982066,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,0,391,15,2,3,0,96,3,1,4,1232,19281,1,0,14,3,4,0,0,6,3,0,0,0,0,1.0,1.0,1.0,0.4420658232532322,0.1961392141257767,0.1978593484646742,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,1,699,6,1,2,0,83,3,1,1,2960,17102,2,0,11,3,3,0,8,2,3,4,2,1,3,0.5,0.25,0.75,1.062106198725298,0.4712435664060869,0.5247696050775005,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
53,0,1282,5,3,3,1,58,3,5,3,19094,10735,4,0,11,3,4,1,26,3,2,14,13,4,8,0.5384615384615384,0.2857142857142857,0.5714285714285714,0.9949027212672062,3.0398394111344,2.9297570331623244,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
32,1,1125,16,1,2,1,72,1,1,1,3919,4681,1,1,22,4,2,0,10,5,3,10,2,6,7,1.0,0.6,0.7,1.4062142543258254,0.6239201137653563,0.694787865641461,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,691,8,4,3,0,48,3,2,2,6825,21173,1,0,11,3,4,1,10,2,3,9,7,4,2,0.9,0.4444444444444444,0.2222222222222222,1.240395532527221,0.9807200291514474,0.9989166313634116,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44,0,477,7,4,1,1,42,2,3,4,10248,2094,3,0,14,3,4,1,24,4,3,22,6,5,17,0.9166666666666666,0.2272727272727272,0.7727272727272727,1.0438766055450968,1.6315216447735064,1.4999117418625998,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
46,0,705,2,4,2,1,83,3,5,1,18947,22822,3,0,12,3,4,0,22,2,2,2,2,2,1,0.0909090909090909,1.0,0.5,0.987243210424728,2.7225937571183114,2.773109657793782,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
33,0,924,2,3,3,0,78,3,1,4,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0,0.1428571428571428,0.0,0.0,0.895613875681873,0.3973729532937814,0.3829827985112162,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,0,1459,10,4,4,0,41,3,2,4,6465,19121,2,1,13,3,4,0,9,5,4,4,2,1,3,0.4444444444444444,0.25,0.75,1.1749680758664445,1.029253262437619,0.9462265233354517,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30,0,125,9,2,4,0,83,2,1,3,2206,16117,1,0,13,3,1,0,10,5,3,10,0,1,8,1.0,0.1,0.8,0.7915561737797323,0.3512038200985904,0.3542838658385319,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39,1,895,5,3,4,0,56,3,2,4,2086,3335,3,0,14,3,3,1,19,6,4,1,0,0,0,0.0526315789473684,0.0,0.0,0.3791157627621659,0.2997482755765449,0.3200729638198705,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
24,1,813,1,3,2,0,61,3,1,4,2293,3020,2,1,16,3,1,1,6,2,2,2,0,2,0,0.3333333333333333,1.0,0.0,0.8227734843503745,0.3650545600571477,0.3518347584079401,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,0,1273,2,2,4,1,72,4,1,3,2645,21923,1,0,12,3,4,2,6,3,2,5,3,1,4,0.8333333333333334,0.2,0.8,0.9490780052798694,0.4210943355216553,0.4247873187411228,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
50,1,869,3,2,1,0,86,2,1,3,2683,3810,1,1,14,3,3,0,3,2,3,3,2,0,2,1.0,0.0,0.6666666666666666,0.9627131524256672,0.3855343352693529,0.4308901233203904,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,890,2,3,4,1,97,3,1,4,2014,9687,1,0,13,3,1,0,2,3,3,2,2,2,2,1.0,1.0,1.0,0.7226627987272805,0.2894022181261561,0.3090253830935854,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,0,852,5,4,2,1,82,2,1,1,3419,13072,9,1,14,3,4,1,6,3,4,1,1,0,0,0.1666666666666666,0.0,0.0,1.2268044234600657,0.5443181599805443,0.500409664854433,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,0,1141,1,3,3,1,42,4,2,1,5376,3193,2,0,19,3,1,2,10,3,3,5,3,1,3,0.5,0.2,0.6,0.9770500194675952,0.7725056229623709,0.8248860275626194,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,464,4,2,3,0,75,3,1,4,1951,10910,1,0,12,3,3,1,1,3,3,1,0,0,0,1.0,0.0,0.0,0.7000571600381947,0.3106068236683363,0.3133308351092365,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
27,0,1240,2,4,4,1,33,3,1,1,2341,19715,1,0,13,3,4,1,1,6,3,1,0,0,0,1.0,0.0,0.0,0.8399968281134874,0.3726963476204897,0.3426320635929299,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26,1,1357,25,3,1,0,48,1,1,3,2293,10558,1,0,12,3,3,0,1,2,2,1,0,0,1,1.0,0.0,1.0,0.8227734843503745,0.3650545600571477,0.3518347584079401,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,0,994,8,3,4,0,37,3,3,3,8726,2975,1,0,15,3,4,0,9,0,3,9,8,1,7,1.0,0.1111111111111111,0.7777777777777778,0.8888434094444296,1.2538846848901877,1.3389054085772725,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,0,721,1,2,3,1,58,3,2,4,4011,10781,1,0,23,4,4,0,12,2,3,12,8,3,7,1.0,0.25,0.5833333333333334,0.7289709129621512,0.6385668732617618,0.6441670833537405,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,1,1360,12,3,2,1,49,3,5,3,19545,16280,1,0,12,3,4,0,23,0,3,22,15,15,8,0.9565217391304348,0.6818181818181818,0.3636363636363636,1.018402308953993,3.1116403734483,2.998957851322805,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
34,0,1065,23,4,2,0,72,3,2,3,4568,10034,1,0,20,4,3,0,10,2,3,9,5,8,7,0.9,0.8888888888888888,0.7777777777777778,0.830201727851186,0.6563998671302288,0.6685789263103391,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37,0,408,19,2,2,0,73,3,1,2,3022,10227,4,0,21,4,1,0,8,1,3,1,0,0,0,0.125,0.0,0.0,1.0843530177526524,0.4811142086754036,0.4853335641722772,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46,0,1211,5,4,1,0,98,3,2,4,5772,20445,4,1,21,4,3,0,14,4,3,9,6,0,8,0.6428571428571429,0.0,0.8888888888888888,1.0490202217944495,0.8294089389395098,0.8447980653816282,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0,1229,8,1,4,0,36,4,1,4,2269,4892,1,0,19,3,4,0,1,2,3,1,0,0,1,1.0,0.0,1.0,0.814161812468818,0.3612336662754767,0.4022642682165029,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48,1,626,1,2,1,0,98,2,3,3,5381,19294,9,1,13,3,4,0,23,2,3,1,0,0,0,0.0434782608695652,0.0,0.0,0.5481167071075493,0.8566762266321465,0.8641892484483864,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28,1,1434,5,4,3,0,50,3,1,3,3441,11179,1,1,13,3,3,0,2,3,2,2,2,2,2,1.0,1.0,1.0,1.234698456018159,0.547820645947076,0.5036296159005861,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
44,0,1488,1,5,2,1,75,3,2,1,5454,4009,5,1,21,4,3,1,9,2,2,4,3,1,3,0.4444444444444444,0.25,0.75,0.9912259684107636,0.7837138518669589,0.6588829855509442,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,1097,11,2,3,0,79,2,3,1,9884,8302,2,1,13,3,3,1,10,3,3,4,0,2,3,0.4,0.5,0.75,1.0067990211951343,1.5735714224181632,1.587371591091591,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26,0,1443,23,3,3,1,47,2,2,4,4157,21436,7,1,19,3,3,1,5,2,2,2,2,0,0,0.4,0.0,0.0,0.7555053814967995,0.5973411225175922,0.6378443483217651,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33,0,515,1,2,1,1,98,3,3,4,13458,15146,1,1,12,3,3,0,15,1,3,15,14,8,12,1.0,0.5333333333333333,0.8,1.3708520059939415,2.1425661880719997,2.161356421783754,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,0,853,18,5,2,0,71,3,3,1,9069,11031,1,0,22,4,4,1,9,3,2,9,8,1,8,1.0,0.1111111111111111,0.8888888888888888,0.9237819023895866,1.3031721530219014,1.0956013560618834,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,0,1142,23,4,3,1,30,3,1,1,4014,16002,3,1,15,3,3,1,4,3,3,2,2,2,2,0.5,1.0,1.0,1.4403021221903198,0.6390444849844705,0.587494704511756,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,0,655,7,4,4,0,48,3,2,4,5915,9528,3,0,22,4,4,1,10,3,2,7,7,1,7,0.7,0.1428571428571428,1.0,1.0750094615235912,0.9416911132743258,0.8657277471816235,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,0,1115,1,4,1,0,51,2,2,3,5993,2689,1,0,18,3,3,1,7,2,4,7,5,0,7,1.0,0.0,1.0,1.0891854104667595,0.9541090180647565,0.8771439372543481,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32,0,427,1,3,1,0,33,3,2,4,6162,10877,1,1,22,4,2,1,9,3,3,9,8,7,8,1.0,0.7777777777777778,0.8888888888888888,1.119899966510291,0.9810144784440228,0.9454887838245648,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
38,0,653,29,5,4,1,50,3,2,4,2406,5456,1,0,11,3,4,0,10,2,3,10,3,9,9,1.0,0.9,0.9,0.4372735020161894,0.3830446016125152,0.2906623511616376,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,0,989,7,2,2,1,43,2,5,3,18740,16701,5,1,12,3,4,1,29,2,2,27,3,13,8,0.9310344827586208,0.4814814814814814,0.2962962962962963,0.9764573686261362,2.983481227854753,3.0096462583019443,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
59,0,1435,25,3,1,1,99,3,3,1,7637,2354,7,0,11,3,4,0,28,3,2,21,16,7,9,0.75,0.3333333333333333,0.4285714285714285,0.777916240880943,1.0974005659530557,1.1718107500922106,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,0,1223,8,3,3,1,59,3,3,3,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8,1.0,0.7058823529411765,0.4705882352941176,1.0283936582341235,1.6073226508229237,1.5491163196190858,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
55,0,836,8,3,4,1,33,3,4,3,14756,19730,2,1,14,3,3,3,21,2,3,5,0,0,2,0.238095238095238,0.0,0.4,0.9517677061167664,2.349212860097371,2.264140294403648,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36,0,1195,11,3,2,0,95,2,2,2,6499,22656,1,0,13,3,3,0,6,3,3,6,5,0,3,1.0,0.0,0.5,1.1811473356621842,1.034666195294986,0.997197599168427,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
45,0,1339,7,3,2,0,59,3,3,1,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0,0.04,0.0,0.0,0.9905011819204256,1.5480987972070237,1.4920371525332796,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,0,664,1,3,2,0,79,3,1,1,2194,5868,4,0,13,3,4,1,5,2,2,3,2,1,2,0.6,0.3333333333333333,0.6666666666666666,0.787250337838954,0.3492933732077549,0.3366443349092982,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,1,318,9,3,4,0,79,2,1,3,3388,21777,1,1,17,3,1,1,2,0,2,1,0,0,0,0.5,0.0,0.0,1.2156810139463885,0.539382838845886,0.5198500486201925,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
59,0,1225,1,1,1,1,57,2,2,3,5473,24668,7,0,11,3,4,0,20,2,2,4,3,1,3,0.2,0.25,0.75,0.9946790841789712,0.7864440614719226,0.9702919083071488,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,1328,2,3,3,0,76,3,1,2,2703,4956,1,0,23,4,4,1,6,3,3,5,4,0,4,0.8333333333333334,0.0,0.8,0.9698895456602976,0.4303281621606936,0.4147445930992858,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,1082,1,4,3,0,87,3,1,2,2501,18775,1,0,17,3,2,0,1,4,3,1,1,1,0,1.0,1.0,0.0,0.8974079739905305,0.3981689728316295,0.3660498893831345,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,0,548,1,3,2,0,66,3,2,2,6220,7346,1,0,17,3,2,2,10,3,3,10,4,0,9,1.0,0.0,0.9,1.1304410567500824,0.990248305083061,0.9543882238540724,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,0,132,6,3,2,1,55,4,1,4,3038,22002,3,0,12,3,2,0,5,3,3,1,0,0,0,0.2,0.0,0.0,1.0900941323403566,0.4836614711965176,0.4661465312007511,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,0,746,8,4,3,1,61,3,2,4,4424,20682,1,0,23,4,4,0,11,2,3,11,7,1,8,1.0,0.0909090909090909,0.7272727272727273,0.8040307451868753,0.7043180870880164,0.647502883099155,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,0,776,1,4,3,0,32,2,2,1,4312,23016,1,0,14,3,2,0,16,2,3,15,13,2,8,0.9375,0.1333333333333333,0.5333333333333333,0.7836755364479671,0.6196138850844016,0.6311104050460119,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,0,193,6,4,4,0,52,3,3,1,13245,15067,4,1,14,3,2,0,17,3,4,0,0,0,0,0.0,1.0,1.0,1.3491555074594854,2.108655755759669,1.9385568911953683,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
37,0,397,7,4,1,0,30,3,3,3,13664,25258,4,0,13,3,1,0,16,3,4,5,2,0,2,0.3125,0.0,0.4,1.391835474060129,2.175362193031342,1.9998823224834663,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46,0,945,5,2,2,0,80,3,2,2,5021,10425,8,1,22,4,4,1,16,2,3,4,2,0,2,0.25,0.0,0.5,0.9125312774826628,0.7545261119088623,0.8063732050658518,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30,0,852,1,1,4,0,55,2,2,4,5126,15998,1,1,12,3,3,2,10,1,2,10,8,3,0,1.0,0.3,0.0,0.9316142856753894,0.8160792302018924,0.9087733093335364,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35,0,1214,1,3,2,0,30,2,1,3,2859,26278,1,0,18,3,1,0,6,3,3,6,4,0,4,1.0,0.0,0.6666666666666666,1.0258654128904146,0.4551639717415549,0.4386810180062367,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
55,0,111,1,2,1,0,70,3,3,4,10239,18092,3,0,14,3,4,1,24,4,3,1,0,1,0,0.0416666666666666,1.0,0.0,1.0429598520858945,1.471295586590721,1.6443846338715904,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,573,6,3,2,1,79,1,2,4,5329,15717,7,1,12,3,4,3,17,3,3,13,11,1,9,0.7647058823529411,0.0769230769230769,0.6923076923076923,0.9685081015146606,0.8483976234385261,0.8176744123662945,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,0,1153,1,2,1,0,94,3,2,2,4325,17736,1,0,15,3,3,0,5,2,3,5,2,1,3,1.0,0.2,0.6,0.7860381946051618,0.6885569002386236,0.6945955211929513,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
56,0,1400,7,3,4,0,49,1,3,4,7260,21698,4,0,11,3,1,0,37,3,2,6,4,0,2,0.1621621621621621,0.0,0.3333333333333333,0.7395144570899105,1.15582036895547,1.1139643899004124,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23,0,541,2,1,3,0,62,3,1,1,2322,9518,3,0,13,3,3,1,3,3,3,0,0,0,0,0.0,1.0,1.0,0.8331792545405885,0.3336603527750419,0.41166048073985,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
51,0,432,9,4,4,0,96,3,1,4,2075,18725,3,0,23,4,2,2,10,4,3,4,2,0,3,0.4,0.0,0.75,0.7445507980929033,0.3303481082069697,0.3036999282167149,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
