"model_id","logloss","auc","aucpr","mean_per_class_error","rmse","mse"
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_5",0.13547899441128,0.9889490996821592,0.9856484126850396,0.039458186101295645,0.1847412629159732,0.034129334223788735
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_7",0.14015784172887938,0.9864310676594512,0.9812356697292148,0.03769140164899882,0.1870174627207135,0.03497553136249348
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_6",0.14564430027843517,0.987454928614139,0.9837669967795302,0.034746760895170786,0.17790744050938967,0.03165105738860202
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_7",0.15553967790119147,0.9867439140622724,0.981661668458309,0.04181389870435807,0.19420656255164567,0.03771618893812626
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_6",0.15617325786173014,0.9834524369416802,0.9722413273253746,0.04181389870435807,0.19151427551026232,0.03667771772422066
"GBM_grid_1_AutoML_1_20250317_191731_model_7",0.15851963779286668,0.991610028287974,0.9903878602559812,0.03297997644287397,0.2016499215934749,0.04066269087865456
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_2",0.15997873273391583,0.9847225517167708,0.9808521796720024,0.04593639575971731,0.19647591193324423,0.03860278396999995
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_7",0.16122612923357466,0.9884454932776175,0.9869547998059944,0.04240282685512368,0.20008328296657132,0.04003332012268105
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_1",0.16209529491667535,0.9891107254290712,0.9844605910726124,0.034746760895170786,0.1792185347691001,0.03211928320478314
"DRF_1_AutoML_1_20250317_191731",0.16296426707678405,0.9979064956902112,0.998318528441788,0.01590106007067138,0.19858084897581388,0.039434353579955
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_6",0.16549269243274412,0.9839608990553564,0.9752797717988616,0.04711425206124853,0.194637778458786,0.037883864803371456
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_8",0.16644115100662227,0.987772630726095,0.9829631084216042,0.0447585394581861,0.19390603363294873,0.03759954987926224
"XRT_1_AutoML_1_20250317_191731",0.1725910569420011,0.9981735596926196,0.9985458678289244,0.012956419316843343,0.20535007085141935,0.04216865159868296
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_12",0.17315520428164546,0.9919977913460164,0.990801362628867,0.03356890459363958,0.2048111080325156,0.041947589973506776
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_2",0.1753409488296725,0.9831208613750536,0.9754314318135716,0.04829210836277974,0.2064484534118448,0.04262096391614266
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_2",0.17675153324932347,0.9842862315673812,0.9774347166511184,0.04946996466431096,0.2054411876909527,0.042206081599869265
"GBM_1_AutoML_1_20250317_191731",0.18023993598708363,0.9874715767597436,0.9835091009353136,0.044169611307420496,0.21883138958273363,0.04788717706671015
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_10",0.1813004959387612,0.9799688124739006,0.9611121023231218,0.04240282685512367,0.1905625127902087,0.03631407128091844
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_12",0.1846201024222563,0.9837985796357108,0.9785827869291164,0.052414605418138985,0.20813518418077384,0.04332025489396465
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_4",0.18702971300240503,0.9816932828894522,0.971537690227432,0.05300353356890459,0.20709447403411133,0.042888121175465206
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_5",0.18782876151378952,0.9781569392939244,0.969985285874126,0.05182567726737338,0.20649342629302156,0.04263953510223153
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_1",0.20081923933638812,0.981188982812177,0.9726077232809656,0.053592461719670206,0.2192083372528542,0.04805229512116107
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_1",0.20114452988817355,0.9837063211621516,0.9757258763138148,0.04122497055359246,0.206315357849766,0.042566026884677
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_3",0.2044370720398066,0.9820491370017522,0.9712484881964512,0.04888103651354535,0.2006061444014909,0.04024282517163182
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_5",0.20949069243659416,0.97837822089592,0.972117924192736,0.059481743227326266,0.22806795255312223,0.052014990981773215
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_8",0.21187481691786905,0.9787909561723692,0.9749823186153284,0.06713780918727916,0.2317595798829777,0.05371250286753432
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_11",0.21471090457656308,0.9757915152725926,0.9659917483067024,0.06890459363957598,0.23575333391546868,0.05557963445225848
"GBM_grid_1_AutoML_1_20250317_191731_model_16",0.2211634524673452,0.9792265826490252,0.9739962141367106,0.06124852767962309,0.2431567916289526,0.05912522531528588
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_11",0.23126868601374273,0.976810520518146,0.969394491604358,0.06654888103651355,0.23781018574081497,0.056553684442080907
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_11",0.23492388134145767,0.9762978963680684,0.965429762919976,0.06537102473498232,0.23512147023214425,0.055282105764125095
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_3",0.2469482470283515,0.9764338562238398,0.9645530079718752,0.050647820965842166,0.21444307543671492,0.045985832602756606
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_3",0.25450472705318233,0.9782970611860972,0.9711171401588968,0.057714958775029454,0.22358918512378467,0.04999212370431805
"GBM_grid_1_AutoML_1_20250317_191731_model_14",0.2644991246266579,0.96997368205649,0.962335195252996,0.08068315665488811,0.27157925154795975,0.07375528987135001
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_4",0.2701777951841707,0.9746372438440012,0.967431775981999,0.07714958775029446,0.2486029515414863,0.061803427515138586
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_9",0.28362410961824713,0.9724188784421774,0.956252842986491,0.05889281507656066,0.22873273013632303,0.05231866183561599
"GBM_grid_1_AutoML_1_20250317_191731_model_19",0.29452784482787936,0.9592058002139286,0.9518973056488552,0.09481743227326266,0.29029723647273076,0.08427248550370457
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_4",0.3030351579465997,0.9776415404529128,0.9663170016139376,0.0535924617196702,0.2389727424693858,0.05710797164333938
"DeepLearning_grid_1_AutoML_1_20250317_191731_model_9",0.3086454540243585,0.955389906506789,0.9325950056517516,0.0812720848056537,0.2791253090934086,0.07791093817649088
"DeepLearning_grid_2_AutoML_1_20250317_191731_model_10",0.34183611318477325,0.9666801239176972,0.950293385140082,0.06537102473498232,0.24225249145840225,0.05868626961780325
"GBM_grid_1_AutoML_1_20250317_191731_model_6",0.35072759683957117,0.9381549137695424,0.934494872077114,0.13780918727915192,0.32539341073478395,0.1058808717496158
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_9",0.3744357738173604,0.9616509965996162,0.9401774675981476,0.08362779740871613,0.2757930253759586,0.07606179284602417
"DeepLearning_grid_3_AutoML_1_20250317_191731_model_10",0.3843611309328731,0.9525784509177984,0.9364193277740432,0.0977620730270907,0.2999934548602559,0.08999607295899241
"GLM_1_AutoML_1_20250317_191731",0.4723733488501609,0.8584970054148093,0.8558823027197072,0.2314487632508834,0.3910678037028862,0.15293402709299914
"DeepLearning_1_AutoML_1_20250317_191731",0.6217685690001742,0.818848752984527,0.8028487779105961,0.2473498233215548,0.4326957847250151,0.1872256421187966
